movie,actor,name,level,description
Pirates of the Caribbean: On Stranger Tides,Ian McShane,Blackbeard,main,"legendary pirate, and captain of the Queen Anne's Revenge"
Pirates of the Caribbean: On Stranger Tides,Geoffrey Rush,Captain Hector Barbossa,main,"Jack's former-rival-turned-ally, and former captain of the Black Pearl"
Pirates of the Caribbean: On Stranger Tides,Kevin McNally,Joshamee Gibbs,main,Jack's friend and former first mate
Pirates of the Caribbean: On Stranger Tides,Sam Claflin,Philip Swift,main,"missionary, kept prisoner aboard Blackbeard's ship"
Pirates of the Caribbean: On Stranger Tides,Àstrid Bergès-Frisbey,Syrena,supporting,"mermaid captured by Blackbeard, and love interest of Swift"
Pirates of the Caribbean: On Stranger Tides,Stephen Graham,Scrum,supporting,self-serving member of Blackbeard's crew
Pirates of the Caribbean: On Stranger Tides,Richard Griffiths,King George II,supporting,
Pirates of the Caribbean: On Stranger Tides,Greg Ellis,Lt. Cmdr. Theodore Groves,supporting,Barbossa's second-in-command
Pirates of the Caribbean: On Stranger Tides,Óscar Jaenada,The Spaniard,supporting,King Ferdinand's most trusted agent
Pirates of the Caribbean: On Stranger Tides,Keith Richards,Captain Edward Teague,supporting,Jack Sparrow's father
The Lone Ranger,Armie Hammer,John Reid / Lone Ranger,main,"youthful, scrupulous lawyer later deputized a Texas Ranger, who protects his identity as a masked vigilante"
The Lone Ranger,Johnny Depp,Tonto,main,aged narrator of the events of his life as a Comanche who recruited John Reid to bring justice to those responsible for massacring his tribe during his childhood
The Lone Ranger,William Fichtner,Butch Cavendish,main,ruthless and cannibalistic outlaw
The Lone Ranger,Travis Hammer,young Butch Cavendish,minor,
The Lone Ranger,Tom Wilkinson,Latham Cole,main,burly and unscrupulous railroad tycoon
The Lone Ranger,Steve Corona,young Latham Cole,minor,
The Lone Ranger,Ruth Wilson,Rebecca Reid,main,Dan's wife (later widow) and John's love interest / sister-in-law
The Lone Ranger,Helena Bonham Carter,Red Harrington,main,vory-legged brothel madam who assists Reid and Tonto
The Lone Ranger,James Badge Dale,Dan Reid,main,John's older brother who is killed by Cavendish
The Lone Ranger,Bryant Prince,"Daniel ""Danny"" Reid Junior",supporting,"son of Dan Senior and Rebecca, and the nephew of John"
The Lone Ranger,Barry Pepper,Captain Jay Fuller,main,insecure and inexperienced United States Cavalry officer on Cole's payroll
The Lone Ranger,Mason Cook,Will,supporting,young boy living in 1930s San Francisco
The Lone Ranger,Saginaw Grant,Chief Big Bear,supporting,leader of the Comanche
The Lone Ranger,Harry Treadaway,Frank,supporting,member of Butch's gang who enjoys women's clothing
The Lone Ranger,Lew Temple,Hollis,supporting,Deputy Ranger
The Lone Ranger,Leon Rippy,Collins,supporting,traitorous Deputy Ranger secretly working with Butch
The Lone Ranger,Stephen Root,Habberman,supporting,president of the Transcontinental Railroad Company
The Lone Ranger,James Frain,Barret,supporting,one of Cole's industry foremen
The Lone Ranger,Damon Herriman,Ray,supporting,member of Butch's gang
The Lone Ranger,Joaquín Cosio,Jesus,supporting,member of Butch's gang
Pirates of the Caribbean: Dead Men Tell No Tales,Johnny Depp,Captain Jack Sparrow,main,former Captain of the Black Pearl who travels with Henry and Carina in search of the Trident of Poseidon
Pirates of the Caribbean: Dead Men Tell No Tales,Anthony De La Torre,young Jack Sparrow,minor,
Pirates of the Caribbean: Dead Men Tell No Tales,Javier Bardem,Captain Armando Salazar,main,undead Captain of the Silent Mary who seeks revenge on Jack Sparrow and attempts to steal the Trident of Poseidon to kill every pirate at sea
Pirates of the Caribbean: Dead Men Tell No Tales,Geoffrey Rush,Captain Hector Barbossa,main,Sparrow's rival and the Captain of the Queen Anne's Revenge
Pirates of the Caribbean: Dead Men Tell No Tales,Brenton Thwaites,Henry Turner,main,son of Will Turner and Elizabeth Swann who vows to break his father's curse by searching for the Trident
Pirates of the Caribbean: Dead Men Tell No Tales,Lewis McGowan,young Henry Turner,minor,
Pirates of the Caribbean: Dead Men Tell No Tales,Kaya Scodelario,Carina Smyth Barbossa,main,"headstrong, altruistic astronomer who was wrongly accused of being a witch"
Pirates of the Caribbean: Dead Men Tell No Tales,Kevin McNally,Joshamee Gibbs,main,Captain Jack's loyal friend and first mate
Pirates of the Caribbean: Dead Men Tell No Tales,David Wenham,Lieutenant John Scarfield,supporting,"Royal Navy officer, who commands HMS Essex"
Pirates of the Caribbean: Dead Men Tell No Tales,Golshifteh Farahani,Shansa,supporting,sea witch
Pirates of the Caribbean: Dead Men Tell No Tales,Stephen Graham,Scrum,supporting,member of the pirate crew
Pirates of the Caribbean: Dead Men Tell No Tales,Martin Klebba,Marty,supporting,member of the pirate crew
Pirates of the Caribbean: Dead Men Tell No Tales,Giles New,Murtogg,supporting,member of the pirate crew
Pirates of the Caribbean: Dead Men Tell No Tales,Angus Barnett,Mullroy,supporting,member of the pirate crew
Pirates of the Caribbean: Dead Men Tell No Tales,Orlando Bloom,Will Turner,minor,blacksmith-turned-pirate who was transformed into the Captain of the Flying Dutchman
Pirates of the Caribbean: Dead Men Tell No Tales,Keira Knightley,Elizabeth Swann,minor,Will's wife and Henry's mother
Pirates of the Caribbean: Dead Men Tell No Tales,Adam Brown,member of Jack's crew,minor,
Pirates of the Caribbean: Dead Men Tell No Tales,Danny Kirrane,member of Jack's crew,minor,
Pirates of the Caribbean: Dead Men Tell No Tales,Delroy Atkinson,member of Jack's crew,minor,
Pirates of the Caribbean: Dead Men Tell No Tales,Paul McCartney,Uncle Jack,supporting,Jack's paternal uncle
Jurassic Park,Sam Neill,Dr. Alan Grant,main,
Jurassic Park,Laura Dern,Dr. Ellie Sattler,main,
Jurassic Park,Jeff Goldblum,Dr. Ian Malcolm,main,
Jurassic Park,Richard Attenborough,Dr. John Hammond,main,
Jurassic Park,Bob Peck,Robert Muldoon,main,
Jurassic Park,Joseph Mazzello,Tim Murphy,main,
Jurassic Park,Ariana Richards,Lex Murphy,main,
Jurassic Park,Samuel L. Jackson,Ray Arnold,main,
Jurassic Park,Wayne Knight,Dennis Nedry,main,
Jurassic Park,Martin Ferrero,Donald Gennaro,main,
Jurassic Park,B.D. Wong,Dr. Henry Wu,main,
Jurassic Park,Jerry Molen,Dr. Harding,supporting,
Jurassic Park,Miguel Sandoval,Juanito Rostagno,supporting,
Jurassic Park,Cameron Thor,Dr. Lewis Dodgson,supporting,
Jurassic Park,Greg Burson,voice of Mr. DNA,supporting,
Jurassic Park,Whit Hertford,volunteer boy,minor,
Jurassic Park,Richard Kiley,voice of Jurassic Park tour vehicle guide,supporting,
The Lost World: Jurassic Park,Jeff Goldblum,Dr. Ian Malcolm,main,mathematician and chaos theorist
The Lost World: Jurassic Park,Julianne Moore,Dr. Sarah Harding,main,Malcolm's girlfriend and a behavioral paleontologist
The Lost World: Jurassic Park,Pete Postlethwaite,Roland Tembo,main,big-game hunter who adheres to his own strict moral code
The Lost World: Jurassic Park,Arliss Howard,Peter Ludlow,main,Hammond's nephew who has been appointed CEO of InGen
The Lost World: Jurassic Park,Richard Attenborough,Dr. John Hammond,main,former CEO of InGen who takes steps to redeem himself and preserve Isla Sorna
The Lost World: Jurassic Park,Vince Vaughn,Nick Van Owen,supporting,"experienced documentarian, photojournalist and environmentalist"
The Lost World: Jurassic Park,Vanessa Lee Chester,Kelly Curtis,supporting,Malcolm's daughter who stows away in the support trailer to be with him
The Lost World: Jurassic Park,Peter Stormare,Dieter Stark,supporting,second-in-command of the InGen group under the control of Roland Tembo
The Lost World: Jurassic Park,Harvey Jason,Ajay Sidhu,supporting,Roland Tembo's hunting partner
The Lost World: Jurassic Park,Richard Schiff,Eddie Carr,supporting,field equipment expert
The Lost World: Jurassic Park,Thomas F. Duffy,Dr. Robert Burke,supporting,the InGen hunters' paleontologist
The Lost World: Jurassic Park,Joseph Mazzello,Tim Murphy,supporting,Lex's younger brother and Hammond's grandson
The Lost World: Jurassic Park,Ariana Richards,Lex Murphy,supporting,Tim's older sister and Hammond's granddaughter
The Lost World: Jurassic Park,Camilla Belle,Cathy Bowman,supporting,daughter of a wealthy family that stumbles upon Isla Sorna
Jurassic Park III,Sam Neill,Dr. Alan Grant,main,paleontologist
Jurassic Park III,William H. Macy,Paul Kirby,main,businessman
Jurassic Park III,Téa Leoni,Amanda Kirby,main,Paul's former wife
Jurassic Park III,Alessandro Nivola,Billy Brennan,main,Dr. Grant's assistant
Jurassic Park III,Trevor Morgan,Eric Kirby,main,Paul and Amanda's son
Jurassic Park III,Michael Jeter,Udesky,main,the Kirbys' mercenary associate
Jurassic Park III,John Diehl,Cooper,supporting,the Kirbys' secondary mercenary associate
Jurassic Park III,Bruce A. Young,Nash,supporting,pilot of the group's airplane
Jurassic Park III,Laura Dern,Ellie,supporting,Grant's friend and wife of Mark
Jurassic Park III,Taylor Nichols,Mark,supporting,Ellie's husband who works for the State Department
Jurassic Park III,Mark Harelik,Ben Hildebrand,supporting,Amanda's friend who goes parasailing with Eric
Jurassic Park III,Julio Oscar Mechoso,Enrique Cardoso,supporting,parasailing operator
Jurassic Park III,Blake Bryan,Charlie,supporting,Mark and Ellie's son
Jurassic World,Chris Pratt,Owen Grady,main,"Navy veteran and ethologist, and a Velociraptor expert and handler at Jurassic World"
Jurassic World,Bryce Dallas Howard,Claire Dearing,main,Jurassic World operations manager and aunt to Zach and Gray Mitchell
Jurassic World,Vincent D'Onofrio,Vic Hoskins,main,"head of InGen's security operations, who wants to use the Velociraptors as military animals"
Jurassic World,Ty Simpkins,Gray Mitchell,main,one of Claire's nephews and the younger brother of Zach
Jurassic World,Nick Robinson,Zach Mitchell,main,one of Claire's nephews and the older brother of Gray
Jurassic World,Omar Sy,Barry,main,Owen's assistant who helps care for the raptors
Jurassic World,BD Wong,Dr. Henry Wu,main,geneticist who heads the team that created the dinosaurs for Jurassic World and has an alliance with Hoskins
Jurassic World,Irrfan Khan,Simon Masrani,main,CEO of the Masrani Corporation and the owner of Jurassic World
Jurassic World,Jake Johnson,Lowery Cruthers,supporting,employee in the park's control room
Jurassic World,Lauren Lapkus,Vivian,supporting,employee in the park's control room
Jurassic World,Brian Tee,Hamada,supporting,"leader of the ACU (Asset Containment Unit), a group of security guards installed on Isla Nublar"
Jurassic World,Katie McGrath,Zara,supporting,Claire's personal assistant
Jurassic World,Judy Greer,Karen Mitchell,supporting,Claire's sister and mother of Zach and Gray
Jurassic World,Andy Buckley,Scott Mitchell,supporting,Karen's husband and father of Zach and Gray
Jurassic World: Fallen Kingdom,Chris Pratt,Owen Grady,main,"Navy veteran and ethologist, and former Velociraptor handler for Jurassic World"
Jurassic World: Fallen Kingdom,Bryce Dallas Howard,Claire Dearing,main,"Jurassic World's former operations manager, now a dinosaur-rights activist, who has founded the Dinosaur Protection Group to save Isla Nublar's surviving dinosaurs"
Jurassic World: Fallen Kingdom,Rafe Spall,Eli Mills,main,Lockwood's ambitious assistant who recruits Owen and Claire to rescue the dinosaurs
Jurassic World: Fallen Kingdom,Justice Smith,Franklin Webb,main,former IT technician for Jurassic World who is now the Dinosaur Protection Group's systems analyst and hacker
Jurassic World: Fallen Kingdom,Daniella Pineda,Zia Rodriguez,main,former Marine who is now the Dinosaur Protection Grouop's paleoveterinarian
Jurassic World: Fallen Kingdom,James Cromwell,Sir Benjamin Lockwood,main,Dr. John Hammond's former partner in developing the technology to clone dinosaurs
Jurassic World: Fallen Kingdom,Toby Jones,Mr. Eversoll,main,auctioneer host at Lockwood Estate who sells the Isla Nublar dinosaurs for profit
Jurassic World: Fallen Kingdom,Ted Levine,Ken Wheatley,main,seasoned mercenary who commands the rescue operation on Isla Nublar
Jurassic World: Fallen Kingdom,BD Wong,Dr. Henry Wu,main,former head geneticist of both Jurassic World and the original Jurassic Park.
Jurassic World: Fallen Kingdom,Isabella Sermon,Maisie Lockwood,supporting,Lockwood's young granddaughter and legal ward following her parents' deaths
Jurassic World: Fallen Kingdom,Geraldine Chaplin,Iris,supporting,"Lockwood Estate housekeeper, Maisie's nanny, and protector of the Lockwood family secrets"
Jurassic World: Fallen Kingdom,Jeff Goldblum,Dr. Ian Malcolm,main,expert in chaos theory who once consulted for InGen's Jurassic Park and was a key figure involved in the 1997 San Diego incident
Jurassic World: Fallen Kingdom,Peter Jason,Senator Sherwood,supporting,American politician who debates about saving the dinosaurs before the volcano erupts
Alien,Tom Skerritt,Dallas,main,captain of the Nostromo
Alien,Sigourney Weaver,Ripley,main,warrant officer aboard the Nostromo
Alien,Veronica Cartwright,Lambert,supporting,the Nostromo's navigator
Alien,Harry Dean Stanton,Brett,main,engineering technician
Alien,John Hurt,Kane,main,executive officer who becomes the host for the Alien
Alien,Ian Holm,Ash,main,the ship's science officer who is revealed to be an android
Alien,Yaphet Kotto,Parker,supporting,chief engineer
Alien,Bolaji Badejo,the Alien,supporting,
Alien,Eddie Powell,the Alien,minor,
Alien,Roy Scammell,the Alien,minor,
Alien,Helen Horton,voice of Mother,supporting,the Nostromo's computer
Aliens,Sigourney Weaver,Ellen Ripley,main,"sole survivor of an alien attack on her ship, the Nostromo"
Aliens,Michael Biehn,Dwayne Hicks,main,corporal in the Colonial Marines
Aliens,Paul Reiser,Carter J. Burke,main,Weyland-Yutani Corporation representative
Aliens,Lance Henriksen,Bishop,main,android aboard the Sulaco
Aliens,Carrie Henn,"Rebecca ""Newt"" Jorden",main,young girl in the Hadleys Hope colony on LV-426
Aliens,Bill Paxton,Hudson,main,Colonial Marine private
Aliens,Jenette Goldstein,Vasquez,supporting,Colonial Marine private
Aliens,Mark Rolston,Drake,supporting,Colonial Marine private
Aliens,Ricco Ross,Frost,supporting,Colonial Marine private
Aliens,Daniel Kash,Spunkmeyer,supporting,Colonial Marine private
Aliens,Tip Tipping,Crowe,supporting,Colonial Marine private
Aliens,Trevor Steedman,Wierzbowski,supporting,Colonial Marine private
Aliens,Cynthia Dale Scott,Dietrich,supporting,Colonial Marine corporal
Aliens,Colette Hiller,Ferro,supporting,Colonial Marine corporal
Aliens,Al Matthews,Sergeant Apone,supporting,
Aliens,William Hope,Gorman,supporting,the Marines' inexperienced commanding officer
Aliens,Paul Maxwell,Van Leuwen,minor,member of the board reviewing Ripley's competence
Aliens,Barbara Coles,cocooned colonist,minor,colonist killed when an alien bursts from her chest
Aliens,Carl Toop,alien warrior,minor,
Predator,Arnold Schwarzenegger,"Major Alan ""Dutch"" Schaefer",main,
Predator,Carl Weathers,Al Dillon,main,"Dutch's Vietnam War buddy, now a CIA operative"
Predator,Elpidia Carrillo,Anna Gonsalves,supporting,insurgent
Predator,Bill Duke,Sergeant Mac Eliot,supporting,Blain's friend and a machine gunner
Predator,Richard Chaves,"Jorge ""Poncho"" Ramírez",supporting,explosives expert
Predator,Jesse Ventura,Blain Cooper,supporting,"heavy-gunner who uses a minigun dubbed ""Ol' Painless"""
Predator,Sonny Landham,Billy Sole,supporting,tracker and scout
Predator,Shane Black,Rick Hawkins,supporting,radio operator
Predator,R.G. Armstrong,Major General Homer Philips,supporting,
Predator,Kevin Peter Hall,The Predator / Helicopter Pilot,supporting,
Predator,Peter Cullen,the Predator's voice,supporting,
Predator,Sven-Ole Thorsen,Soviet Military Adviser,supporting,
Predator 2,Danny Glover,Lieutenant Mike Harrigan,main,LAPD Officer investigating rival Jamaican and Colombian drug cartels who is stubborn and often criticized by the superior officers for not obeying orders
Predator 2,Kevin Peter Hall,City Hunter / The Predator / Elder Predator,supporting,"member of an alien warrior race which hunts aggressive members of other species for sport, uses active camouflage and a plasma weapon, and can see in the infrared spectrum"
Predator 2,Hal Rayle,voice of the Predator,supporting,
Predator 2,Gary Busey,Special Agent Peter Keyes,main,man posed as a DEA agent leading a special task force investigating a drug conspiracy as a cover for his attempts to capture the Predator
Predator 2,Ruben Blades,Detective Danny Archuleta,supporting,member of Harrigan's team and a long-time friend of his
Predator 2,María Conchita Alonso,Detective Leona Cantrell,supporting,LAPD cop involved in the Jamaican-Colombian gang wars
Predator 2,Bill Paxton,Detective Jerry Lambert,supporting,"LAPD cop, transferred from another precinct into Metro Command"
Predator 2,Lilyan Chauvin,Dr. Irene Edwards,supporting,"chief medical examiner and forensic pathologist of Los Angeles who aids Harrigan, in spite of being completely cut out of the official investigation by Keyes' team"
Predator 2,Robert Davi,Deputy Chief Phil Heinemann,supporting,
Predator 2,Adam Baldwin,Agent Adam Garber,supporting,member of Keyes' task force
Predator 2,Kent McCord,Captain Brent Pilgrim,supporting,LAPD cop and Harrigan's immediate boss
Predator 2,Steve Kahan,Sergeant Neil Reeger,minor,LAPD SWAT Sergeant
Predator 2,Henry Kingi,"""El Scorpio""",minor,violent member of the Colombian Scorpions
Predator 2,Morton Downey Jr.,Tony Pope,minor,journalist who reports the gruesome and murderous homicides left by the Predator. He is constantly criticized by the police for interfering with investigations
Predator 2,Calvin Lockhart,"Willie ""King Willie""",minor,"boss of the Jamaica Voodoo Posse, who appears to be psychic because of his voodoo beliefs"
Predator 2,Sylvia Kauders,Ruth Albright,minor,elderly lady
Predator 2,"Billy ""Sly"" Williams",Jackson,minor,paramedic
Predator 2,Jsu Garcia,Dvorkin,minor,LAPD detective
Predator 2,Michael Wiseman,Zinck,minor,LAPD officer
Predator 2,Teri Weigel,Mary,minor,Ramon Vega's Colombian mistress
Predator 2,Thomas Rosales Jr.,El Scorpio Gang Member,minor,
Predator 2,Michael Papajohn,gang member in subway,supporting,
Predator 2,Casey Sander,OWLFP member,minor,
Predator 2,Pat Skipper,OWLFP member,minor,
Predator 2,Jim Ishida,reporter,minor,
Predator 2,Elpidia Carrillo,Anna Gonsalves,supporting,"woman aiding government agents in a videotape, showing the devastating after-effects of the first Predator's self-destruct device to the U.S. Army"
Alien 3,Sigourney Weaver,Ellen Ripley,main,woman who crash-lands on Fiorina 161 and is once again burdened with the task of destroying another of the alien creatures
Alien 3,Charles S. Dutton,Leonard Dillon,main,one of Fiorina's inmates who functions as the spiritual and de facto leader amongst the prisoners and attempts to keep the peace in the facility
Alien 3,Charles Dance,Jonathan Clemens,main,former inmate who now serves as the facility's doctor and treats Ripley after her escape pod crashes
Alien 3,Brian Glover,Harold Andrews,supporting,prison warden who believes Ripley's presence will cause disruption amongst the inmates and attempts to control the rumors surrounding her and the creature
Alien 3,Ralph Brown,Francis Aaron,supporting,"assistant of Superintendent Andrews whom prisoners refer to as ""85"" for his IQ score, which annoys him"
Alien 3,Paul McGann,Walter Golic,supporting,"mass-murderer and outcast amongst the prison population, who becomes very disturbed after being assaulted by the Alien"
Alien 3,Danny Webb,Robert Morse,supporting,"acerbic, self-centered, and cynical prisoner who is only survivor of the entire incident"
Alien 3,Lance Henriksen,voice of the damaged Bishop android / Bishop II,supporting,"human designer of the android, who wants the Alien Queen that was growing inside Ripley for use in Weyland-Yutani's bioweapons division"
Alien 3,Tom Woodruff Jr.,"Alien / ""Dragon""",supporting,
Alien 3,Pete Postlethwaite,David Postlethwaite,supporting,inmate smarter than most who is killed by the Alien in the bait-and-chase sequence
Alien 3,Holt McCallany,Junior,supporting,leader of inmates who attempt to rape Ripley with a tattoo of a tear drop underneath his right eye
Alien 3,Peter Guinness,Peter Gregor,supporting,"one of the inmates who attempts to rape Ripley, who is bitten in the neck and killed by the Alien during the bait-and-chase sequence"
Alien 3,Danielle Edmond,"Rebecca ""Newt"" Jorden",minor,child Ripley forms a maternal bond with in the previous film who briefly returns as a corpse being autopsied
Alien 3,Christopher Fairbank,Thomas Murphy,minor,
Alien 3,Phil Davis,Kevin Dodd,minor,
Alien 3,Vincenzo Nicoli,Alan Jude,minor,
Alien 3,Leon Herbert,Edward Boggs,minor,
Alien 3,Christopher John Fields,Daniel Rains,minor,
Alien 3,Niall Buggy,Eric Buggy,minor,
Alien 3,Hi Ching,Company Man,minor,
Alien 3,Carl Chase,Frank Ellis,minor,
Alien 3,Clive Mantle,Clive William,minor,
Alien 3,DeObia Oparei,Arthur Walkingstick,minor,
Alien 3,Paul Brennen,Yoshi Troy,minor,
Alien Resurrection,Sigourney Weaver,Ellen Ripley / failed seventh clone,main,"clone affected by the Alien Queen's DNA who has enhanced strength and reflexes, acidic blood, and can sense the presence of the Aliens"
Alien Resurrection,Nicole Fellows,young Ellen Ripley,minor,
Alien Resurrection,Winona Ryder,Annalee Call,main,synthetic and newest crew member of the Betty
Alien Resurrection,Dominique Pinon,Dom Vriess,supporting,the Betty's mechanic and a paraplegic with a motorized wheelchair who shares a close friendship with Call and an antagonistic relationship with Johner
Alien Resurrection,Ron Perlman,Ron Johner,main,"mercenary and member of the Betty's crew who makes bad jokes, has a short temper, and teases Vriess about his handicap"
Alien Resurrection,Gary Dourdan,Gary Christie,supporting,first mate and second-in-command of the Betty
Alien Resurrection,Michael Wincott,Frank Elgyn,supporting,captain of the mercenary ship Betty who brings the Betty to the Auriga to sell kidnapped humans in cryostasis to General Perez and is romantically involved with Hillard
Alien Resurrection,Kim Flowers,Sabra Hillard,supporting,assistant pilot of the Betty who is romantically involved with Elgyn
Alien Resurrection,Dan Hedaya,General Martin Perez,supporting,commanding officer of the Auriga who supervises the experiments to clone Ripley and study the Aliens
Alien Resurrection,J. E. Freeman,Dr. Mason Wren,supporting,one of several scientists aboard the Auriga involved in cloning Ripley and studying the Aliens
Alien Resurrection,Brad Dourif,Dr. Jonathan Gediman,supporting,another of the scientists involved in cloning Ripley and studying the Aliens
Alien Resurrection,Raymond Cruz,Vincent Distephano,supporting,"soldier stationed aboard the Auriga who, when the Aliens break out, joins the crew in their attempt to escape from the ship"
Alien Resurrection,Leland Orser,Larry Purvis,supporting,man kidnapped by the crew of the Betty while in cryosleep and delivered to the Auriga to serve as hosts for the Aliens
Alien Resurrection,Carolyn Campbell,anesthesiologist,minor,
Alien Resurrection,Marlene Bush,Dr. Carlyn Williamson,minor,third member of the science team responsible for cloning Ripley
Alien Resurrection,David St. James,Dr. Dan Spraguee,minor,member of the Auriga's science team
Alien Resurrection,Tom Woodruff Jr.,lead Alien / Alien Queen / Newborn,supporting,
Alien Resurrection,Joan La Barbara,voice of the Newborn,minor,
Alien Resurrection,Archie Hahn,voice of the Newborn,minor,
Alien Resurrection,Steven Gilborn,voice of Father,minor,artificial intelligence system of the USM Auriga.
Alien vs. Predator,Sanaa Lathan,"Alexa ""Lex"" Woods",main,experienced guide who spent several seasons exploring Arctic and Antarctic environments
Alien vs. Predator,Raoul Bova,Professor Sebastian De Rosa,main,Italian archaeologist and member of the exploration team who is able to translate the pyramid's hieroglyphs
Alien vs. Predator,Lance Henriksen,Charles Bishop Weyland,main,"billionaire head of Weyland Corporation and its subsidiary, Weyland Industries, who organizes the expedition"
Alien vs. Predator,Ewen Bremner,Dr. Graeme Miller,supporting,"Scottish chemical engineer, the main scientist of the exploration team"
Alien vs. Predator,Colin Salmon,Maxwell Stafford,supporting,assistant to Mr. Weyland and former British Special Forces officer
Alien vs. Predator,Tommy Flanagan,Mark Verheiden,supporting,member of the armed escort that accompanies the exploration team
Alien vs. Predator,Carsten Norgaard,Rusten Quinn,minor,head of the drilling team
Alien vs. Predator,Joseph Rye,Joe Connors,minor,member of the armed escort that accompanies the exploration team
Alien vs. Predator,Agathe de La Boulaye,Adele Rousseau,minor,member of the armed escort that accompanies the exploration team
Alien vs. Predator,Sam Troughton,Thomas Parks,minor,econd archaeologist of the exploration team and De Rosa's assistant
Alien vs. Predator,Petr Jákl,stone,minor,member of the armed escort that accompanies the exploration team
Alien vs. Predator,Liz May Brice,The Supervisor,minor,supervisor at the Nebraska satellite receiving station that detects the heat bloom in Antarctica
Alien vs. Predator,Karima Adebibe,Sacrificial Maiden,minor,maiden in flashback to ancient era
Alien vs. Predator,Tom Woodruff Jr.,"The Alien / ""Grid""",supporting,
Alien vs. Predator,Ian Whyte,"The Predator / ""Scar"" / ""Chopper"" / ""Celtic / ""Elder""",supporting,one of the three main Predators who come to Earth to create and hunt Aliens within the pyramid as a rite of passage
Aliens vs. Predator: Requiem,Steven Pasquale,Dallas Howard,main,recently released convict and Ricky's brother.
Aliens vs. Predator: Requiem,Reiko Aylesworth,Kelly O'Brien,main,soldier returning to her family
Aliens vs. Predator: Requiem,John Ortiz,Eddie Morales,main,sheriff of Gunnison
Aliens vs. Predator: Requiem,Johnny Lewis,Ricky Howard,main,student and younger brother of Dallas
Aliens vs. Predator: Requiem,Sam Trammell,Tim O'Brien,supporting,husband to Kelly and father of Molly
Aliens vs. Predator: Requiem,Ariel Gade,Molly O'Brien,main,daughter of Kelly and Tim O'Brien
Aliens vs. Predator: Requiem,Robert Joy,Colonel Stevens,supporting,commander of the military forces
Aliens vs. Predator: Requiem,Kristen Hager,Jesse Salinger,supporting,"love interest of Ricky, angering her boyfriend, Dale"
Aliens vs. Predator: Requiem,David Paetkau,Dale Collins,supporting,Jesse's boyfriend who bullies Ricky
Aliens vs. Predator: Requiem,Matt Ward,Mark,minor,one of Dale's friends
Aliens vs. Predator: Requiem,Michal Suchánek,Nick,minor,one of Dale's friends
Aliens vs. Predator: Requiem,David Hornsby,Drew Roberts,minor,pizza parlor supervisor
Aliens vs. Predator: Requiem,Gina Holden,Carrie Adams,supporting,pregnant waitress and Deputy Ray Adams' wife
Aliens vs. Predator: Requiem,Chris William Martin,Deputy Ray Adams,supporting,Carrie's husband
Aliens vs. Predator: Requiem,Chelah Horsdal,Darcy Benson,supporting,mother searching for her son and husband
Aliens vs. Predator: Requiem,Liam James,Sam Benson,minor,
Aliens vs. Predator: Requiem,Kurt Max Runte,Buddy Benson,minor,
Aliens vs. Predator: Requiem,James Chutter,Deputy Joe,minor,
Aliens vs. Predator: Requiem,Tim Henry,Dr. Lennon,minor,
Aliens vs. Predator: Requiem,Tom McBeath,Karl,minor,
Aliens vs. Predator: Requiem,Ty Olsson,Nathan,minor,
Aliens vs. Predator: Requiem,Rainbow Sun Francks,Earl,minor,
Aliens vs. Predator: Requiem,Juan Riedinger,Scotty,minor,
Aliens vs. Predator: Requiem,Dalias Blake,Lieutenant Peter Wood,minor,
Aliens vs. Predator: Requiem,Curtis Caravaggio,Special Forces Commander,minor,
Aliens vs. Predator: Requiem,Françoise Yip,Ms. Yutani,minor,CEO of the Yutani Corporation
Aliens vs. Predator: Requiem,Tom Woodruff Jr.,Aliens and the Predalien,supporting,
Aliens vs. Predator: Requiem,Ian Whyte,"The Predator / ""Wolf""",supporting,main Predator who arrives on Earth to eliminate the Aliens and all traces of their presence
Aliens vs. Predator: Requiem,Matthew Charles,voice of Wolf,minor,
Aliens vs. Predator: Requiem,"Bobby ""Slim"" Jones","""Bull""",minor,a Predator
Aliens vs. Predator: Requiem,Ian Feuer,"""Atomic""",minor,a Predator
Predators,Adrien Brody,Royce,main,former U.S. Special Operations Forces veteran turned mercenary who reluctantly assumes leadership of the group of humans
Predators,Alice Braga,Isabelle,main,sniper from the Israel Defense Forces who failed to save her spotter during a mission
Predators,Topher Grace,Edwin,main,doctor who does not seem to belong amongst the group of hardened killers until he reveals that he is also a psychopathic murderer
Predators,Walton Goggins,Stans,supporting,death row inmate from San Quentin State Prison who was scheduled to be executed in two days before suddenly finding himself on the alien planet
Predators,Oleg Taktarov,Nikolai,supporting,Russian commando from the Spetsnaz Alpha Group who was fighting in Chechnya before finding himself on the alien planet
Predators,Louis Ozawa Changchien,Hanzo,supporting,"Yakuza Inagawa-kai enforcer who rarely speaks and reveals late in the film that he is missing his leftmost two fingers, having performed yubitsume"
Predators,Mahershala Ali,Mombasa,supporting,Revolutionary United Front death squad soldier from Sierra Leone
Predators,Danny Trejo,"""Cuchillo""",supporting,uthless enforcer for the feared Los Zetas Mexican drug cartel who carries twin submachine guns
Predators,Laurence Fishburne,Ronald Noland,main,United States Army Air Cavalry soldier who has survived on the alien planet for multiple hunting cycles
Predators,Derek Mears,Classic Predator,minor,
Predators,Carey Jones,Tracker Predator,minor,
Predators,Brian Steele,Berserker Predator / Falconer Predator,minor,
